molecule_chembl_id,canonical_smiles,pIC50,bioactivity_class
CHEMBL573202,COC(=O)N1CCC(n2ncc3c(N4C5CCC4COC5)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,9.795880017344075,active
CHEMBL578645,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OCC)CC4)c3n2)cc1,9.769551078621726,active
CHEMBL1236962,COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.744727494896694,active
CHEMBL575976,O=C(Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,9.721246399047171,active
CHEMBL567172,O=C(Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,9.698970004336019,active
CHEMBL3645914,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.698970004336019,active
CHEMBL576506,O=C(Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1ccc(N2CCNCC2)cc1,9.698970004336019,active
CHEMBL576090,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NN5CCCC5)cc4)cc3)nc21,9.698970004336019,active
CHEMBL577137,CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,9.698970004336019,active
CHEMBL565583,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(CN)cc4)cc3)nc21,9.698970004336019,active
CHEMBL576091,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCOCC5)cc4)cc3)nc21,9.698970004336019,active
CHEMBL3577911,COc1ncc(-c2ccc3ncnc(-c4ccncc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.698970004336019,active
CHEMBL538378,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,9.698970004336019,active
CHEMBL1095932,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC(C)C)CC4)c3n2)cc1,9.698970004336019,active
CHEMBL574680,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,9.698970004336019,active
CHEMBL3645963,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.67778070526608,active
CHEMBL568259,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,9.657577319177793,active
CHEMBL574012,CNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,9.657577319177793,active
CHEMBL574905,O=C(NCCF)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1,9.638272163982407,active
CHEMBL3645913,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.602059991327963,active
CHEMBL1765602,Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1,9.602059991327963,active
CHEMBL3688907,C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccc(O)cc4)nc3n2)C[C@@H](C)O1,9.585026652029182,active
CHEMBL3645911,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)C(=O)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.585026652029182,active
CHEMBL3643265,CCc1ncnc(-c2ccc(C(=O)N3CCCO3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.568636235841012,active
CHEMBL3645967,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCCC4O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.55284196865778,active
CHEMBL573663,CCOC(=O)N1CCC(n2ncc3c(N4CCOC[C@H]4C)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1,9.55284196865778,active
CHEMBL3577914,COc1ncc(-c2ccc3nc(N)nc(-c4ccncc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.537602002101044,active
CHEMBL3645912,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.537602002101044,active
CHEMBL1256459,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,9.537602002101044,active
CHEMBL1098244,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccccc5)cc4)nc32)CC1,9.522878745280337,active
CHEMBL557963,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1,9.522878745280337,active
CHEMBL565787,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccccc4)cc3)nc21,9.522878745280337,active
CHEMBL556947,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(N6CCN(C)CC6)cc5)cc4)nc32)CC1,9.522878745280337,active
CHEMBL576505,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCN(C)CC5)cc4)cc3)nc21,9.522878745280337,active
CHEMBL1094981,CC(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,9.522878745280337,active
CHEMBL576304,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCOCC5)nc4)cc3)nc21,9.522878745280337,active
CHEMBL577967,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NN(C)C)cc4)cc3)nc21,9.522878745280337,active
CHEMBL1097896,O=C(NCCO)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,9.522878745280337,active
CHEMBL3645974,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCCC4O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.494850021680094,active
CHEMBL558486,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,9.494850021680094,active
CHEMBL3643219,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.455931955649724,active
CHEMBL3643272,CCc1ncnc(-c2ccc(C(=O)N3CCN(S(=O)(=O)CC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.443697499232712,active
CHEMBL551440,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,9.42021640338319,active
CHEMBL3645978,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.4089353929735,active
CHEMBL3688937,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(CNS(C)(=O)=O)cc3)nc2n1,9.4089353929735,active
CHEMBL1095627,CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(N)cc4)nc32)CC1,9.397940008672037,active
CHEMBL3643222,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(N4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.397940008672037,active
CHEMBL562999,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,9.346787486224656,active
CHEMBL3645973,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.346787486224656,active
CHEMBL3648886,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ncon4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.346787486224656,active
CHEMBL3645926,CCc1ncnc(-c2ccc(C(=O)N3CCn4cnnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.337242168318426,active
CHEMBL3643263,CCc1ncnc(-c2ccc(C(=O)N3CCOCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.337242168318426,active
CHEMBL563985,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,9.337242168318426,active
CHEMBL3645916,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.327902142064282,active
CHEMBL580212,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,9.318758762624412,active
CHEMBL3645966,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.309803919971486,active
CHEMBL572944,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1,9.301029995663981,active
CHEMBL1098242,CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,9.301029995663981,active
CHEMBL550972,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,9.301029995663981,active
CHEMBL1097942,CC(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,9.301029995663981,active
CHEMBL3653621,O=C1OC[C@H](c2ccc(F)cc2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,9.292429823902063,active
CHEMBL3653608,O=C1OC[C@H](c2ccc(F)c(Cl)c2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,9.292429823902063,active
CHEMBL3645829,CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4ccnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.292429823902063,active
CHEMBL3653617,O=C1OC[C@H](c2ccc(F)cn2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,9.292429823902063,active
CHEMBL3645977,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)CC(=O)CO4)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.2839966563652,active
CHEMBL3645832,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)COC4)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.275724130399212,active
CHEMBL3645821,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.267606240177031,active
CHEMBL567822,CNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(CC(F)(F)F)c3n2)cc1,9.2518119729938,active
CHEMBL3645975,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.2518119729938,active
CHEMBL3645964,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)COC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.2518119729938,active
CHEMBL1256458,CN1CCN(CC(=O)N2CCN(c3ccc(-n4c(=O)ccc5cnc6ccc(-c7cnc8ccccc8c7)cc6c54)cc3C(F)(F)F)CC2)CC1,9.244125144327509,active
CHEMBL3645923,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.244125144327509,active
CHEMBL573662,CCOC(=O)N1CCC(n2ncc3c(N4CCOC[C@@H]4C)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1,9.236572006437063,active
CHEMBL3645965,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)CO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.236572006437063,active
CHEMBL3645830,CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4cnnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.229147988357855,active
CHEMBL3645877,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCC(CO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.229147988357855,active
CHEMBL3334621,CC(C)(C#N)c1ccc(N2C(=O)OCc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)cc1,9.221848749616356,active
CHEMBL574234,O=C(NCCF)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1,9.221848749616356,active
CHEMBL561907,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,9.221848749616356,active
CHEMBL1098248,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CCN6CCOCC6)cc5)cc4)nc32)CC1,9.221848749616356,active
CHEMBL1098243,CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,9.221848749616356,active
CHEMBL584734,CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC)c3n2)cc1,9.221848749616356,active
CHEMBL3641010,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.221848749616356,active
CHEMBL570833,CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5CC6CCC(C5)O6)c5cnn(CC(F)(F)F)c5n4)cc3)cc2)CC1,9.221848749616356,active
CHEMBL3670201,CCc1ncnc(N2CCC(O)(C(C)C)CC2)c1C#Cc1ccc(N)nc1,9.214670164989233,active
CHEMBL573171,COC(=O)N1CCC(n2ncc3c(N4CCOC(C)C4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,9.207608310501746,active
CHEMBL575576,CCNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,9.207608310501746,active
CHEMBL583874,COC(=O)N1CCC(n2ncc3c(N4CC5CCC(C4)O5)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,9.207608310501746,active
CHEMBL3645908,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.193820026016112,active
CHEMBL3701053,Cc1nccc(-c2ccc(C(=O)N3CCN(C4CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.18045606445813,active
CHEMBL3648882,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ncon4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.18045606445813,active
CHEMBL3645927,CCc1ncnc(-c2ccc(C(=O)N3CCn4ccnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.173925197299173,active
CHEMBL3645906,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.173925197299173,active
CHEMBL3645971,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)COC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.167491087293763,active
CHEMBL3645960,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCCC4O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.167491087293763,active
CHEMBL3645858,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,9.167491087293763,active
CHEMBL577743,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(CN5CCN(C)CC5)cc4)cc3)nc21,9.154901959985743,active
CHEMBL3645827,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.154901959985743,active
CHEMBL577966,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCN(C)CC5)nc4)cc3)nc21,9.154901959985743,active
CHEMBL1097902,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1)Nc1ncc[nH]1,9.154901959985743,active
CHEMBL1098246,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CCN6CCCC6)cc5)cc4)nc32)CC1,9.154901959985743,active
CHEMBL1095933,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC(C)(C)C)CC4)c3n2)cc1,9.154901959985743,active
CHEMBL3645828,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.148741651280925,active
CHEMBL3645915,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCC#N)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.136677139879543,active
CHEMBL3645820,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCCC[C@@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1,9.136677139879543,active
CHEMBL3641006,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCS(=O)(=O)C4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.130768280269024,active
CHEMBL3577908,COc1ncc(-c2ccc3nccc(-c4ccncc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.1249387366083,active
CHEMBL3645976,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCOCCO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.119186407719209,active
CHEMBL3653639,Cc1nc([C@H]2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)c(F)c4)c3n2)ccc1F,9.102372908709558,active
CHEMBL1097901,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1)Nc1cccnc1,9.096910013008056,active
CHEMBL570635,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(OCCN(C)C)cc4)cc3)nc21,9.096910013008056,active
CHEMBL3645918,CCc1ncnc(-c2ccc(C(=O)N3CCn4c(C)cnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,9.096910013008056,active
CHEMBL1098306,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,9.096910013008056,active
CHEMBL1098247,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CCN6CCN(C)CC6)cc5)cc4)nc32)CC1,9.096910013008056,active
CHEMBL3643264,CCc1ncnc(-c2ccc(C(=O)N3CC(O)CO3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.096910013008056,active
CHEMBL3645931,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCn4ccnc4C3)c(F)c2)cn1,9.09151498112135,active
CHEMBL3641018,CCc1ncnc(-c2ccc(C(=O)N3CCNC(=O)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.086186147616283,active
CHEMBL540695,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)c5cccnc5)CC4)c3n2)cc1,9.080921907623926,active
CHEMBL3641016,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.075720713938118,active
CHEMBL3653615,O=C1OC[C@H](c2ccc(F)c(F)c2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,9.060480747381382,active
CHEMBL3645866,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN4CCC[C@H]4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.060480747381382,active
CHEMBL567607,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@H]3C)c3cnn(C4CCN(C(=O)OCC)CC4)c3n2)cc1,9.060480747381382,active
CHEMBL3645825,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)COC4)c(F)c2)c1C#Cc1ccc(N)nc1,9.05551732784983,active
CHEMBL3641005,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.05551732784983,active
CHEMBL3645826,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCNS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.050609993355087,active
CHEMBL3645823,CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4cnnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,9.050609993355087,active
CHEMBL570870,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N(C)CCN(C)C)cc4)cc3)nc21,9.045757490560675,active
CHEMBL567694,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(NC)nc4)cc3)nc21,9.045757490560675,active
CHEMBL3645783,CCc1ncnc(-c2ccc(C(=O)N(C)C3CCS(=O)(=O)C3)c(C)c2)c1C#Cc1ccc(N)nc1,9.036212172654444,active
CHEMBL3645979,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)COC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.036212172654444,active
CHEMBL3643220,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC4CC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.0268721464003,active
CHEMBL3643224,CCc1ncnc(-c2cc(F)c(C(=O)N3CCCC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.0268721464003,active
CHEMBL269732,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,9.022276394711152,active
CHEMBL3645909,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.017728766960431,active
CHEMBL3645925,CCc1ncnc(-c2ccc(C(=O)N3CCn4c(C)cnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.013228265733755,active
CHEMBL3641002,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.00436480540245,active
CHEMBL3645814,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCC[C@@H]4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.00436480540245,active
CHEMBL3643189,CCc1ncnc(-c2ccc(C(=O)N(C)C3CCS(=O)(=O)C3)c(F)c2)c1C#Cc1ccc(N)nc1,9.0,active
CHEMBL3643080,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.0,active
CHEMBL3701063,Cc1nccc(-c2ccc(C(=O)N(C)C)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.0,active
CHEMBL3645905,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,9.0,active
CHEMBL3643087,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,9.0,active
CHEMBL3798574,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2cncnc21,9.0,active
CHEMBL3643062,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCOC)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,9.0,active
CHEMBL3641003,CCCCN1CCN(C(=O)c2ccc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2Cl)CC1,9.0,active
CHEMBL3643061,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCOCC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,9.0,active
CHEMBL592445,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,9.0,active
CHEMBL3640979,CCc1ncnc(-c2ccc(C(=O)N(C)CCCO)c(F)c2)c1C#Cc1ccc(N)nc1,9.0,active
CHEMBL576305,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(OCCN5CCOCC5)nc4)cc3)nc21,9.0,active
